date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,carm-elo1_pre,carm-elo2_pre,carm-elo_prob1,carm-elo_prob2,carm-elo1_post,carm-elo2_post,raptor1_pre,raptor2_pre,raptor_prob1,raptor_prob2,score1,score2,quality,importance,total_rating
2021-10-23,2022,0,,SAS,MIL,1481.01589335128,1633.32653665779,0.42528266938757103,0.5747173306124289,1472.54368705016,1641.79874295891,,,,,,,1488.81894006212,1594.48585663653,0.42598356043894603,0.574016439561054,111,121,67,26,47
2021-10-23,2022,0,,POR,PHO,1570.27105069804,1641.13420535681,0.5418332668545501,0.45816673314544987,1589.37421326433,1622.03104279052,,,,,,,1608.91096150136,1646.80245608662,0.6485247012396939,0.35147529876030614,134,105,91,22,57
2021-10-23,2022,0,,LAC,MEM,1619.58196416781,1543.61817190205,0.73359297031937,0.26640702968063,1606.37785849337,1556.82227757649,,,,,,,1592.54928867475,1551.94809238972,0.6945298758846035,0.30547012411539654,114,120,78,45,62
2021-10-24,2022,0,,BRK,CHO,1606.21820482966,1452.99725610004,0.8111740504697184,0.18882594953028164,1577.61618041395,1481.59928051575,,,,,,,1608.95921179069,1474.66374446427,0.7887732352091792,0.2112267647908208,95,111,67,20,44
2021-10-24,2022,0,,NYK,ORL,1562.44362691584,1312.76434411468,0.8821464943329994,0.11785350566700059,1543.50204608507,1331.70592494545,,,,,,,1566.41036898155,1305.53935566667,0.884346818452797,0.11565318154720305,104,110,22,4,13
2021-10-24,2022,0,,HOU,BOS,1353.37992364063,1458.49147829351,0.49264441223170136,0.5073555877682987,1343.19671456361,1468.67468737053,,,,,,,1351.45777063793,1553.7481507277,0.36009988782126046,0.6399001121787395,97,107,29,14,22
2021-10-24,2022,0,,OKC,PHI,1293.35903572179,1613.25589100895,0.21997225711900448,0.7800277428809955,1289.00559332049,1617.60933341025,,,,,,,1309.52419682834,1596.77413502332,0.2629022442324516,0.7370977557675484,103,115,26,2,14
2021-10-24,2022,0,,SAC,GSW,1457.11467008409,1545.94659499663,0.5160666187448709,0.4839333812551291,1444.99627431194,1558.06499076878,,,,,,,1465.57541210689,1539.82211429604,0.5268883734461824,0.47311162655381755,107,119,51,48,50
2021-10-24,2022,0,,LAL,MEM,1526.23116184687,1556.82227757649,0.5985794552252964,0.40142054477470357,1530.48342308393,1552.57001633943,,,,,,,1495.83269305917,1552.75182869295,0.6180962364215802,0.3819037635784198,121,118,60,57,59
2021-10-25,2022,0,,IND,MIL,1491.34226966,1641.79874295891,0.4278935053513087,0.5721064946486913,1482.80589828026,1650.33511433865,,,,,,,1550.43079472726,1593.65184875946,0.5875087032882637,0.41249129671173634,109,119,78,31,55
2021-10-25,2022,0,,CHO,BOS,1481.59928051575,1468.67468737053,0.6570208763713709,0.34297912362862915,1465.69291066008,1484.5810572262,,,,,,,1450.12391674104,1574.94992005542,0.46591627764169263,0.5340837223583074,129,140,55,55,55
2021-10-25,2022,0,,TOR,CHI,1460.48083606461,1515.33301162605,0.5646096859988711,0.43539031400112893,1453.93124320832,1521.88260448234,,,,,,,1503.27134190953,1508.56496572009,0.6292862997405319,0.37071370025946815,108,111,53,66,60
2021-10-25,2022,0,,MIA,ORL,1536.83118471511,1331.70592494545,0.8527635090162748,0.14723649098372515,1540.29817659703,1328.23893306353,,,,,,,1531.87662429886,1317.48036016735,0.8842706061053167,0.11572939389468329,107,90,20,6,13
2021-10-25,2022,0,,ATL,DET,1569.51604347349,1368.90175346261,0.8494731624169759,0.1505268375830241,1573.21231899946,1365.20547793664,,,,,,,1615.70416295978,1360.49675170855,0.8863602677312807,0.11363973226871926,122,104,41,2,22
2021-10-25,2022,0,,BRK,WAS,1577.61618041395,1513.44179105739,0.720121376373298,0.279878623626702,1583.97980636087,1507.07816511047,,,,,,,1618.01800351151,1513.58182425608,0.7058931597226076,0.2941068402773924,104,90,75,39,57
2021-10-25,2022,0,,MIN,NOP,1451.92965654877,1453.45807609843,0.6380355460414061,0.3619644539585939,1438.44642614014,1466.94130650706,,,,,,,1515.90835478069,1510.55126336564,0.646870174993556,0.35312982500644396,98,107,56,59,58
2021-10-25,2022,0,,DEN,CLE,1600.07719406222,1350.62898858312,0.8820081322801523,0.11799186771984771,1571.58567230062,1379.12051034472,,,,,,,1611.5081519323,1374.84810638811,0.9007098538137216,0.0992901461862784,87,99,44,1,23
2021-10-25,2022,0,,LAC,POR,1606.37785849337,1589.37421326433,0.6622924906685441,0.3377075093314559,1619.88181225809,1575.87025949961,,,,,,,1586.69854879456,1609.53905308414,0.6084535778093753,0.39154642219062474,116,86,85,38,62
2021-10-26,2022,0,,NYK,PHI,1543.50204608507,1617.60933341025,0.5371937761934388,0.4628062238065612,1554.6132153903,1606.49816410502,,,,,,,1560.35688226084,1599.86467527635,0.5870521744709731,0.41294782552902687,112,99,80,27,54
2021-10-26,2022,0,,OKC,GSW,1289.00559332049,1558.06499076878,0.2742462944975235,0.7257537055024765,1284.6189422789,1562.45164181037,,,,,,,1287.78329341703,1546.45143317619,0.29965268263105316,0.7003473173689468,98,106,16,12,14
2021-10-26,2022,0,,DAL,HOU,1539.79649287367,1343.19671456361,0.8464942743042836,0.1535057256957164,1542.37150964889,1340.62169778839,,,,,,,1604.96360002696,1347.11412990809,0.8810852672651549,0.1189147327348451,116,106,36,3,20
2021-10-26,2022,0,,SAS,LAL,1472.54368705016,1530.48342308393,0.5602356151421249,0.43976438485787506,1465.21067120232,1537.81643893177,,,,,,,1474.2585116387,1457.66253978723,0.668629443325584,0.33137055667441595,121,125,36,43,40
2021-10-26,2022,0,,UTA,DEN,1625.26666332831,1571.58567230062,0.7077867280198543,0.2922132719801457,1631.32262713675,1565.52970849218,,,,,,,1640.97627809745,1602.49276844902,0.7744320897082801,0.22556791029171985,122,110,90,6,48
2021-10-27,2022,0,,ORL,CHO,1328.23893306353,1465.69291066008,0.4463072222266364,0.5536927777733636,1319.8031394971,1474.12870422651,,,,,,,1316.74274592426,1454.51504839197,0.4384453801478505,0.5615546198521495,111,120,11,14,13
2021-10-27,2022,0,,BOS,WAS,1484.5810572262,1507.07816511047,0.6097216907081833,0.3902783092918167,1471.92659752267,1519.732624814,,,,,,,1589.20607845864,1520.93765566622,0.7120945646985338,0.2879054353014662,107,116,72,46,59
2021-10-27,2022,0,,BRK,MIA,1583.97980636087,1540.29817659703,0.6957409565629279,0.3042590434370721,1564.71599674249,1559.56198621541,,,,,,,1610.46703777561,1545.95522264817,0.7196746061585679,0.28032539384143207,93,106,79,30,55
2021-10-27,2022,0,,TOR,IND,1453.93124320832,1482.80589828026,0.6009512909724252,0.39904870902757483,1465.43225548197,1471.30488600661,,,,,,,1500.97616671471,1554.10752836684,0.5631276797664828,0.4368723202335172,118,100,62,64,63
2021-10-27,2022,0,,NOP,ATL,1466.94130650706,1573.21231899946,0.4909762674742763,0.5090237325257236,1461.47898942782,1578.6746360787,,,,,,,1509.91334791587,1620.32744416056,0.4683150281727121,0.5316849718272879,99,102,75,37,56
2021-10-27,2022,0,,OKC,LAL,1284.6189422789,1537.81643893177,0.29278924272693074,0.7072107572730693,1299.25463619996,1523.18074501071,,,,,,,1305.22304662594,1350.98974574322,0.5852390031019628,0.41476099689803725,123,115,3,19,11
2021-10-27,2022,0,,MIL,MIN,1650.33511433865,1438.44642614014,0.8575850783257385,0.1424149216742615,1634.25187303205,1454.52966744674,,,,,,,1578.51904162862,1510.70256840219,0.7218669143319656,0.2781330856680344,108,113,68,20,44
2021-10-27,2022,0,,PHO,SAC,1622.03104279052,1444.99627431194,0.8312819880814938,0.16871801191850622,1610.0897651827,1456.93755191976,,,,,,,1615.95927165232,1462.48000759039,0.8111564641994224,0.18884353580057756,107,110,65,11,38
2021-10-27,2022,0,,POR,MEM,1575.87025949961,1552.57001633943,0.6703510554413056,0.3296489445586944,1585.70011665269,1542.74015918635,,,,,,,1604.4485150986,1551.59689181741,0.6984345145153298,0.3015654854846702,116,96,79,40,60
2021-10-27,2022,0,,LAC,CLE,1619.88181225809,1379.12051034472,0.8767038143410136,0.12329618565898637,1590.34594578071,1408.6563768221,,,,,,,1588.53362336832,1387.93434651667,0.8490498651862488,0.1509501348137512,79,92,43,6,25
2021-10-28,2022,0,,WAS,ATL,1519.732624814,1578.6746360787,0.5588136687734939,0.4411863312265061,1529.13976190792,1569.26749898478,,,,,,,1518.46188141177,1610.90012581016,0.5052769485963183,0.49472305140368167,122,111,75,42,59
2021-10-28,2022,0,,PHI,DET,1606.49816410502,1365.20547793664,0.8770340822907995,0.12296591770920051,1608.25215599932,1363.45148604234,,,,,,,1597.24803307273,1359.63762079302,0.8721168316183305,0.12788316838166947,110,102,38,2,20
2021-10-28,2022,0,,HOU,UTA,1340.62169778839,1631.32262713675,0.25015931429162547,0.7498406857083746,1330.90083707365,1641.04348785149,,,,,,,1351.12057588328,1652.26437514049,0.23754905575487928,0.7624509442451207,91,122,45,1,23
2021-10-28,2022,0,,CHI,NYK,1521.88260448234,1554.6132153903,0.5956165994475806,0.4043834005524194,1516.79389457243,1559.7019253002,,,,,,,1519.23621515424,1558.92649394383,0.5848578554768545,0.41514214452314546,103,104,67,62,65
2021-10-28,2022,0,,DAL,SAS,1542.37150964889,1465.21067120232,0.7349374902256264,0.2650625097743736,1545.63908883197,1461.94309201924,,,,,,,1584.52277456781,1494.65330623184,0.7463049247984745,0.25369507520152546,104,99,67,23,45
2021-10-28,2022,0,,GSW,MEM,1562.45164181037,1542.74015918635,0.6657699558442788,0.3342300441557212,1554.21908715101,1550.97271384571,,,,,,,1542.82014340344,1547.38355836219,0.6776648600409667,0.3223351399590333,101,104,69,54,62
2021-10-29,2022,0,,TOR,ORL,1465.43225548197,1319.8031394971,0.804388978349338,0.19561102165066202,1466.75384367046,1318.48155130861,,,,,,,1508.38051204073,1319.15597862843,0.8416326218113794,0.15836737818862057,110,109,17,7,12
2021-10-29,2022,0,,BRK,IND,1564.71599674249,1471.30488600661,0.7527557052258977,0.24724429477410226,1568.31858791254,1467.70229483656,,,,,,,1594.64159226871,1535.96336947551,0.7074476451095653,0.29255235489043474,105,98,76,44,60
2021-10-29,2022,0,,MIA,CHO,1559.56198621541,1474.12870422651,0.744109727408915,0.255890272591085,1565.5622109198,1468.12847952212,,,,,,,1535.65289909277,1474.34228235401,0.7011474976783824,0.29885250232161764,114,99,52,46,49
2021-10-29,2022,0,,NOP,SAC,1461.47898942782,1456.93755191976,0.6460654691186722,0.35393453088132776,1452.56125933303,1465.85528201455,,,,,,,1501.27339265938,1461.42400241827,0.6913402663838247,0.30865973361617527,109,113,43,42,43
2021-10-29,2022,0,,DEN,DAL,1565.52970849218,1545.63908883197,0.6659993785990294,0.33400062140097064,1579.17941338065,1531.9893839435,,,,,,,1527.34996489463,1586.96162066361,0.6754124281047414,0.32458757189525855,106,75,73,19,46
2021-10-29,2022,0,,POR,LAC,1585.70011665269,1590.34594578071,0.6338809787698094,0.3661190212301906,1596.45492196752,1579.59114046588,,,,,,,1610.60482374839,1578.9867498254,0.6784682349771012,0.3215317650228988,111,92,84,33,59
2021-10-29,2022,0,,LAL,CLE,1523.18074501071,1408.6563768221,0.7746753052190001,0.22532469478099992,1527.65647564975,1404.18064618306,,,,,,,1460.31868527907,1397.79841547221,0.7029813937184965,0.29701860628150345,113,101,23,19,21
2021-10-30,2022,0,,WAS,BOS,1529.13976190792,1471.92659752267,0.7119742218388696,0.2880257781611304,1532.00045465552,1469.06590477507,,,,,,,1524.0294541076,1558.98295322293,0.5855802923918737,0.4144197076081263,115,112,68,70,69
2021-10-30,2022,0,,NOP,NYK,1452.56125933303,1559.7019253002,0.4897252022859156,0.5102747977140845,1445.03045555236,1567.23272908087,,,,,,,1471.94577427966,1568.3825826651,0.4351469009433602,0.5648530990566398,117,123,58,50,54
2021-10-30,2022,0,,DET,ORL,1363.45148604234,1318.48155130861,0.6973085501549643,0.3026914498450357,1368.01515413381,1313.91788321714,,,,,,,1365.17206077203,1335.29499246762,0.732976659508509,0.267023340491491,110,103,5,0,3
2021-10-30,2022,0,,IND,TOR,1467.70229483656,1466.75384367046,0.6413218565138529,0.3586781434861471,1459.90154637323,1474.55459213379,,,,,,,1532.49203508145,1503.13801778935,0.6746154944166147,0.3253845055833853,94,97,58,59,59
2021-10-30,2022,0,,PHI,ATL,1608.25215599932,1569.26749898478,0.6899873152404153,0.31001268475958466,1619.85728883998,1557.66236614412,,,,,,,1623.17240661996,1608.39671714727,0.650441394281345,0.34955860571865505,122,94,89,13,51
2021-10-30,2022,0,,CHI,UTA,1516.79389457243,1641.04348785149,0.46515858797274723,0.5348414120272528,1526.69801412545,1631.13936829847,,,,,,,1524.63447463408,1608.72315640872,0.5276229255776014,0.4723770744223986,107,99,76,29,53
2021-10-30,2022,0,,MIL,SAS,1634.25187303205,1461.94309201924,0.8274319689682543,0.17256803103174567,1613.65722738169,1482.5377376696,,,,,,,1551.86650643457,1493.09987617036,0.7170619284657778,0.28293807153422224,93,102,60,15,38
2021-10-30,2022,0,,MEM,MIA,1550.97271384571,1565.5622109198,0.6204979676302885,0.3795020323697115,1524.70848596507,1591.82643880044,,,,,,,1540.53990299324,1574.02142854092,0.6420536527257286,0.35794634727427144,103,129,73,35,54
2021-10-30,2022,0,,GSW,OKC,1554.21908715101,1299.25463619996,0.8852728938000253,0.11472710619997473,1557.24773207905,1296.22599127192,,,,,,,1538.11064772695,1308.58286930935,0.8701706494640316,0.12982935053596845,103,82,19,6,13
2021-10-30,2022,0,,MIN,DEN,1454.52966744674,1579.17941338065,0.46458556448344024,0.5354144355165598,1450.12686097317,1583.58221985422,,,,,,,1516.01679103309,1588.48359030621,0.6076318053175425,0.39236819468245754,91,93,71,37,54
2021-10-30,2022,0,,PHO,CLE,1610.0897651827,1404.18064618306,0.8533291571545303,0.14667084284546972,1612.38371178133,1401.88669958443,,,,,,,1610.28432465791,1398.45834286269,0.8894307224059739,0.11056927759402613,101,92,49,3,26
2021-10-31,2022,0,,DAL,SAC,1531.9893839435,1465.85528201455,0.7223893699198851,0.2776106300801149,1535.77908073014,1462.06558522791,,,,,,,1570.02085005334,1468.34461002568,0.7559084266745052,0.2440915733254948,105,99,58,27,43
2021-10-31,2022,0,,MIL,UTA,1613.65722738169,1631.13936829847,0.6165691004609153,0.3834308995390847,1598.2939715409,1646.50262413926,,,,,,,1548.08086319169,1616.56258888982,0.54242747259084,0.45757252740916,95,107,80,11,46
2021-10-31,2022,0,,CHO,POR,1468.12847952212,1596.45492196752,0.45932505666553075,0.5406749433344693,1481.00305216434,1583.5803493253,,,,,,,1480.83532406854,1609.32957291905,0.4714929267498681,0.5285070732501319,125,113,68,36,52
2021-10-31,2022,0,,BRK,DET,1568.31858791254,1368.01515413381,0.8492442072573021,0.1507557927426979,1573.1121068053,1363.22163524105,,,,,,,1580.63164930145,1364.87195571711,0.8868153417756568,0.1131846582243432,117,91,36,4,20
2021-10-31,2022,0,,LAL,HOU,1527.65647564975,1330.90083707365,0.8466108222692381,0.15338917773076188,1530.22927808762,1328.32803463578,,,,,,,1460.13994683757,1343.32382732651,0.7797061745280226,0.2202938254719774,95,85,14,11,13
2021-11-01,2022,0,,CHO,CLE,1481.00305216434,1401.88669958443,0.7371245655842957,0.26287543441570427,1471.38253666606,1411.50721508271,,,,,,,1492.87341887871,1398.6354478076,0.7124372675704974,0.2875627324295026,110,113,28,17,23
2021-11-01,2022,0,,PHI,POR,1619.85728883998,1583.5803493253,0.6866433728302143,0.31335662716978574,1625.72167165278,1577.7159665125,,,,,,,1630.39018705278,1599.6941041653,0.7291062597043826,0.2708937402956174,113,103,89,12,51
2021-11-01,2022,0,,IND,SAS,1459.90154637323,1482.5377376696,0.6095311555066188,0.39046884449338115,1468.91250812878,1473.52677591405,,,,,,,1539.63051586632,1500.01873905188,0.6908287946143182,0.30917120538568177,131,118,59,44,52
2021-11-01,2022,0,,NYK,TOR,1567.23272908087,1474.55459213379,0.7519695881374114,0.24803041186258856,1549.92592782775,1491.86139338691,,,,,,,1579.14744385323,1508.47793495527,0.7152109988508216,0.2847890011491784,104,113,68,45,57
2021-11-01,2022,0,,ATL,WAS,1557.66236614412,1532.00045465552,0.6733482663023855,0.32665173369761447,1562.65640595246,1527.00641484718,,,,,,,1600.42377732068,1511.65816453408,0.74848186664277,0.25151813335722994,118,111,72,40,56
2021-11-01,2022,0,,BOS,CHI,1469.06590477507,1526.69801412545,0.5606718536838682,0.4393281463161318,1454.13754870916,1541.62637019136,,,,,,,1575.22201789474,1525.83572345348,0.6967022312879607,0.3032977687120393,114,128,71,60,66
2021-11-01,2022,0,,MEM,DEN,1524.70848596507,1583.58221985422,0.5589105660435084,0.4410894339564916,1533.02194345558,1575.26876236371,,,,,,,1527.15298714838,1595.62770265614,0.5433368892328679,0.45666311076713206,106,97,74,34,54
2021-11-01,2022,0,,MIN,ORL,1450.12686097317,1313.91788321714,0.7957155158909304,0.20428448410906963,1420.24115174449,1343.80359244582,,,,,,,1497.2685585022,1340.18783809131,0.8171474302130877,0.18285256978691233,97,115,19,9,14
2021-11-01,2022,0,,LAC,OKC,1579.59114046588,1296.22599127192,0.9008609220665147,0.09913907793348531,1580.6589955638,1295.158136174,,,,,,,1583.97308922904,1278.11045575928,0.9077645472900785,0.0922354527099215,99,94,19,4,12
2021-11-02,2022,0,,DET,MIL,1363.22163524105,1598.2939715409,0.3148505581437134,0.6851494418562867,1351.40210781925,1610.1134989627,,,,,,,1361.68838917924,1510.15020365357,0.4297362724081571,0.570263727591843,89,117,24,4,14
2021-11-02,2022,0,,DAL,MIA,1535.77908073014,1591.82643880044,0.5629176546949158,0.43708234530508416,1520.06904194299,1607.53647758759,,,,,,,1560.3358258051,1580.28625541732,0.6112935553204359,0.38870644467956406,110,125,77,23,50
2021-11-02,2022,0,,UTA,SAC,1646.50262413926,1462.06558522791,0.837174194385859,0.16282580561414095,1648.55400790987,1460.0142014573,,,,,,,1643.17857978749,1467.80180495346,0.8523040707378585,0.14769592926214148,119,113,71,10,41
2021-11-02,2022,0,,PHO,NOP,1612.38371178133,1445.03045555236,0.823320624931878,0.17667937506812204,1615.77099028464,1441.64317704905,,,,,,,1599.85081677778,1456.41249027544,0.8113659596675811,0.18863404033241893,112,100,61,20,41
2021-11-02,2022,0,,LAL,HOU,1530.22927808762,1328.32803463578,0.8504180001212859,0.14958199987871412,1531.39359177512,1327.16372094828,,,,,,,1468.12068728965,1313.24152421328,0.8076381598524144,0.19236184014758562,119,117,11,9,10
2021-11-03,2022,0,,PHI,CHI,1625.72167165278,1541.62637019136,0.7426404242852338,0.2573595757147662,1628.87895132797,1538.46909051617,,,,,,,1620.60757215291,1529.14386364632,0.7441799218771852,0.2558200781228148,103,98,78,23,51
2021-11-03,2022,0,,CLE,POR,1411.50721508271,1577.7159665125,0.40585481533593626,0.5941451846640637,1418.52204591597,1570.70113567924,,,,,,,1363.09026268349,1595.40889386345,0.31548638051833183,0.6845136194816681,107,104,38,13,26
2021-11-03,2022,0,,WAS,TOR,1527.00641484718,1491.86139338691,0.68523969401062,0.31476030598938,1512.04929832492,1506.81850990917,,,,,,,1525.26132767291,1515.47270656363,0.6405048318496557,0.3594951681503443,100,109,59,69,64
2021-11-03,2022,0,,ORL,BOS,1343.80359244582,1454.13754870916,0.48513262548798486,0.5148673745120151,1332.01262130765,1465.92851984733,,,,,,,1361.62962206375,1563.13882286495,0.34744356613344185,0.6525564338665581,79,92,32,22,27
2021-11-03,2022,0,,IND,NYK,1468.91250812878,1549.92592782775,0.5272967181076629,0.4727032818923371,1480.32305132896,1538.51538462757,,,,,,,1539.38033481046,1568.94608173618,0.6034507137003705,0.3965492862996295,111,98,72,64,68
2021-11-03,2022,0,,BRK,ATL,1573.1121068053,1562.65640595246,0.6538111528670302,0.3461888471329698,1579.30441281055,1556.46409994721,,,,,,,1585.81221254728,1593.530854779,0.6259673647308032,0.37403263526919683,117,108,83,33,58
